company,headline,sentiment
American Express Company,"Australian Broker News
American Express fined for DDO breach
The Federal Court has ordered American Express Australia (Amex) to pay $8 million in penalties for breaching the design and distribution obligations (DDO).
.
20 Jul 2024",-0.1027
American Express Company,"CNBC
AmEx lifts 2024 profit forecast on robust spending by affluent customers
Credit card giant American Express raised its full-year profit forecast on Friday and reported a better-than-expected second-quarter profit.
.
19 Jul 2024",0.9136
American Express Company,"Business Wire
American Express Raises Full-Year Earnings Per Share Guidance
American Express Company (NYSE: AXP) today reported second-quarter net income of $3.0 billion, or $4.15 per share, compared with net income of $2.2 billion,...
.
19 Jul 2024",0.5267
American Express Company,"| Governance Intelligence
Amex hires former BNY Mellon attorney as governance chief
James Killerlane has joined American Express as corporate secretary and chief governance officer. According to LinkedIn, where he announced the move,...
.
15 Jul 2024",0.4767
American Express Company,"WSJ
American Express Zooms Ahead as Gen Z Gets Hooked on Card Rewards
Amex has found that young spenders enjoy perks as much or more than their parents. Now it has to keep them happy.
.
31 May 2024",0.875
American Express Company,"Bankrate
Chase Sapphire Reserve vs. Venture X vs. Amex Platinum
If you're looking for a premium travel credit card, the Chase Sapphire Reserve®, The Platinum Card® from American Express and the Capital One Venture X...
.
13 Sept 2024",0.3818
American Express Company,"American Express
The Essential Role of HR Leadership in Business
HR leadership can be vital to your company's success. Learn how human resources can help create satisfied employees and a productive work environment.
.
16 Aug 2024",0.91
American Express Company,"ZAWYA
Flyadeal now accepts American Express Saudi Arabia card payments
flyadeal customers can now use their American Express® Saudi Arabia Cards to purchase flight tickets following an agreement signed between the Kingdom's...
.
15 Dec 2024",0.6705
American Express Company,"Forbes
How American Express Front Of The Line Works In Canada
Whether you already have an American Express Card or your friend told you they got early access to concert tickets with their Amex, you may have heard of...
.
19 Jun 2024",0.4939
American Express Company,"FinTech Magazine
Top 10 Credit Card Companies Driving Growth in a Cashless World
Discover the top 10 credit card companies shaping the global market with innovative products, digital tools, and exceptional customer service.
.
18 Sept 2024",0.9062
American Express Company,"Reuters
AmEx profit beats as expense discipline offsets spending slowdown
American Express reported third-quarter profit above Wall Street estimates on Friday, benefiting from disciplined expense management that helped cushion a...
.
18 Oct 2024",0.7003
American Express Company,"American Express
Coupons and Sales: How to Leverage Discounts All Year Long
Here are some strategies from several entrepreneurs for leveraging discounts and promotions to help drive sales year-round.
.
21 Aug 2024",0.4019
American Express Company,"Benzinga
Netflix, TSMC, American Express, Moderna, And Tesla: Why These 5 Stocks Are On Investors' Radars Today
S. markets ended Thursday with mixed performance: the Dow Jones Industrial Average climbed 0.4% to 43239.05.
.
17 Oct 2024",0.0
American Express Company,"American Express
11 NYC Hotels with Elevated Benefits through American Express Travel
Platinum Card Members can enjoy an exclusive suite of benefits that includes daily breakfast for two, guaranteed 4pm check-out, and a $100 credit that can be...
.
29 Aug 2024",0.8885
American Express Company,"Fortune
The secret to securing an elusive reservation at some of the most in-demand restaurants may just be applying for an American Express card
The secret to securing an elusive reservation at some of the most in-demand restaurants may just be applying for an American Express card.
.
1 Jul 2024",0.5574
American Express Company,"Forbes
Fee Increases Here For Both Platinum Cards From American Express
It's now more expensive to keep The Platinum Card and the Business Platinum Card from American Express in your wallet as fees went up in late September 2023...
.
5 Jun 2024",0.0
American Express Company,"Skift
5 Fastest-Growing U.S. Business Travel Markets: Amex Hotel Data
Five U.S. markets have seen faster growth in business travel spending than others, according to American Express data.
.
23 Jul 2024",0.3818
American Express Company,"Business Traveler USA
American Express Unveils Top Destinations and Business Travel Trends
American Express released its Amex Trendex: Business Travel Edition, showcasing the evolution of travel policies and trending destinations.
.
22 Aug 2024",0.2023
American Express Company,"YouTube · CNBC Television
American Express CEO on small business economic recovery, health of the American consumer
Stephen Squeri, American Express CEO, joins 'Squawk on the Street' to discuss American Express' focus on small businesses, the health of the American...
.
27 Nov 2024",0.0
American Express Company,"Kiplinger
Why American Express Earnings Have the Dow Stock Lower
American Express (AXP) is the worst Dow Jones stock Friday after the global payments company reported mixed results for its third quarter and raised its...
.
18 Oct 2024",-0.743
American Express Company,"The Points Guy
American Express grace period: 'Please pay by' date isn't your payment due date
While banks and credit card issuers haven't always been the most consumer-friendly, things have generally improved for cardholders since the financial...
.
2 Aug 2024",0.8555
American Express Company,"The Motley Fool
American Express Stock: Bull vs. Bear
Investors must understand both sides of the aisle with this leading financial services company.
.
30 Jul 2024",-0.4404
American Express Company,"American Banker
Amex boosts its Swiss footprint; UK tightens BNPL rules
American Express can boost its profile in Switzerland by acquiring all of Swisscard; the Financial Conduct authority is cracking down on BNPL lending;...
.
23 Oct 2024",0.6486
American Express Company,"NerdWallet
Chase Sapphire Preferred vs. AmEx Platinum: Chase packs the most value
Chase wins out for most people, delivering high rewards redemption value at a far more reasonable annual fee.
.
21 Oct 2024",0.9091
American Express Company,"Stock Titan
American Express Travel® Announces 2025 Trending Destinations
Discover 2025's hottest travel spots with American Express' new list. Explore diverse destinations from Brisbane to Brittany, tailored for Millennials and...
.
3 Oct 2024",0.0
American Express Company,"YouTube · CNBC Television
The environment for American Express should get much easier, says Jim Cramer
'Mad Money' host Jim Cramer looks at American Express stock and if it's worth buying the dip.
.
22 Oct 2024",0.128
American Express Company,"CNBC TV18
American Express Platinum credit card changes from Oct 8: 10% annual fee hike, new rewards, and more
Starting October 8, 2024, the annual fee for the American Express® Platinum Card will increase from ₹60000 to ₹66000, plus taxes.
.
26 Sept 2024",0.7906
American Express Company,"Regtechtimes
American Express Fined $65 Million Over Money Laundering Failures
American Express Co. has agreed to pay a $65 million fine for failing to detect and prevent drug-related money laundering transactions.
.
27 May 2024",-0.5719
American Express Company,"CNBC
Goldman Sachs and American Express are among the leading companies for working parents in 2024, new study shows
All five companies offer the following benefits: 20 or more weeks of paid parental leave for both primary and secondary caregivers; parental leave parity for...
.
10 May 2024",0.296
American Express Company,"PYMNTS.com
American Express Introduces Business Card for Nigerian Users
American Express is rolling out a business credit card in Nigeria, its first such product in the country, with local neobank O3 Capital.
.
9 May 2024",0.3818
American Express Company,"CNBC TV18
American Express increases Platinum Credit Card annual fees to ₹66,000 from today: A look at other changes
American Express has announced key changes to its Platinum Card, effective from October 8, 2024. The annual fee has been increased, along with several new...
.
8 Oct 2024",0.7783
American Express Company,"Electronic Payments International
UK momentum continues for American Express
American Express is now accepted in more locations than ever with coverage now at brands like Screwfix, B&M and Timpson.
.
18 Dec 2024",0.5574
American Express Company,"Marketing Brew
AmEx opens up new customers to advertisers
The premium credit card company will let advertisers target new American Express customers with offers, like discounts and rewards, as early as five days after...
.
21 Aug 2024",0.802
American Express Company,"American Express
How to Make the Most of Your Austin Trip with American Express Travel®
by American Express Travel®. September 16, 2024. Link copied! Share. Austin, Texas has boomed in recent years, with the arrival of tech companies and...
.
16 Sept 2024",0.3595
American Express Company,"Open Banking Expo
American Express and MX sign API-enabled data access agreement
American Express has announced an API-powered data access agreement with MX Technologies that provides new digital banking options to customers.
.
8 Nov 2024",0.7506
American Express Company,"Global Times
American Express has high confidence in Chinese market, boosted by Beijing’s steadfast opening-up efforts
American Express said it is bullish on the Chinese financial market, noting that the country's opening-up has been a trigger for the company to consider more...
.
2 Jul 2024",0.7783
American Express Company,"Anadolu Ajansı
Russia's central bank revokes banking license of American Express Bank
Decision made following request from American Express to liquidate institution voluntarily - Anadolu Ajansı.
.
13 Aug 2024",0.0
American Express Company,"Yahoo Finance
The Centurion Card from American Express: A $5,000-a-year status symbol few can actually get
The Centurion Card from American Express, famously known as the Amex Black card, is one of the most exclusive cards on the planet.
.
20 Dec 2024",0.2006
American Express Company,"NerdWallet
How to Upgrade or Downgrade an American Express Card
Are you not getting the most out of your American Express credit card? Find out how to upgrade or downgrade your card to a better fit for your needs.
.
28 Oct 2024",0.7906
American Express Company,"TradingView
American Express Earnings Preview: What to Expect
Valued at a market cap of $193.2 billion, American Express Company NYSE:AXP operates as an integrated payments company. The New York-based company offers a...
.
4 Oct 2024",0.4404
American Express Company,"Business Insider
Best Credit Card Sign-Up Bonuses: Top Offers Available Right Now
The quickest way to boost your stash of points and miles is by applying for a credit card with a large welcome offer, also known as a sign-up bonus.
.
21 Nov 2024",0.9719
American Express Company,"Bankrate
How Amex became a Gen Z status symbol, and why TikTok won’t give you the full picture
The credit card company has worked hard to make it happen, tailoring its offers to Gen-Z (ages 18-27) and millennials (ages 28 to 43).
.
10 Sept 2024",0.296
American Express Company,"Which?
American Express offers 10% cashback at UK attractions: how much could you save?
How to get 10% back with Amex. To qualify for the cashback scheme, you'll need to save the offer to your Amex credit card via the Amex app or online. You'll...
.
19 Sept 2024",0.9034
American Express Company,"The Points Guy
Guide to Marriott and Hilton elite status with the Amex Platinum and Business Platinum
Many of the best travel rewards cards provide valuable premium travel benefits. For example, The Platinum Card® from American Express and The Business...
.
12 Oct 2024",0.9186
American Express Company,"Forbes
5 Findings That Could Reveal Your Company’s Path To Payment Innovation
This article contains general information and is not intended to provide information that is specific to American Express, or its products and services.
.
26 Nov 2024",0.3818
American Express Company,"Mint
Top 4 American Express Credit Cards: Features, eligibility criteria and more
From meal credits to traveling advantages, American Express credit cards have been well-known for such fine benefits and perks.
.
6 Dec 2024",0.9282
American Express Company,"Barchart.com
If You Had Invested $1000 Into American Express When Warren Buffett First Invested In 1991, Here's How Much You'd Have Now
When it comes to investment legends, few names resonate as profoundly as Warren Buffett. The Oracle of Omaha's keen eye for value has transformed countless...
.
30 Oct 2024",0.5994
American Express Company,"Fortune
Former American Express CEO says business leaders are too scared to tell Trump what they really think of him: ‘They greatly fear there will be retribution’
CEOs have been forced to swallow their tongues when discussing former president Donald Trump because they're afraid he might retaliate against them,...
.
17 Jul 2024",-0.8553
American Express Company,"The Times
American Express hails benefits of youth
Profits rose 2 per cent to $2.51 billion in third quarter as company reports success with Gen Z and millennials.
.
18 Oct 2024",0.8481
American Express Company,"Zee Business
American Express new facility in India gets LEED Gold certification
The campus has LEED Gold certification and the company is minimizing the campus's environmental footprint. Get more Companies News and Business News on Zee...
.
1 May 2024",0.0
American Express Company,"Bankrate
Amex Business Gold Benefits Guide
The American Express® Business Gold Card lets you earn 4X points (on up to $150,000 per year) in the two categories from among a list of six in which your...
.
2 Jul 2024",0.3818
American Express Company,"Forbes
What's New With American Express Stock?
American Express (NYSE: AXP) stock remains up by about 55% over the past year, considerably outperforming the S&P 500 which remains up by about 23% this year.
.
24 Dec 2024",0.0
American Express Company,"U.S. Chamber of Commerce
How to Sign Up for Small Business Saturday
Here's how to register your business to appear on the American Express ""Shop Small"" map before Small Business Saturday.
.
18 Nov 2024",0.0
American Express Company,"FXStreet
American Express Company stock closes 0.85% higher
The American Express Company (AXP) closed at $270.91 on Tuesday, 0.85% higher on the day. American Express stock price has increased 43.3% so far this year.
.
2 Oct 2024",0.2732
American Express Company,"The Points Guy
How to maximize your earning with the Amex Business Platinum
Without question, The Business Platinum Card® from American Express is a card you'll want if you own a business. It combines everything we love from the...
.
18 Nov 2024",0.6705
American Express Company,"Seeking Alpha
American Express credit card delinquency, write-off rates stay stable in June (NYSE:AXP)
American Express's (NYSE:AXP) consumer and small business credit card delinquency and net write-off rates stayed relatively stable during June, the company...
.
15 Jul 2024",0.8225
American Express Company,"Which?
eBay to ban American Express payments – which other retailers don't accept Amex?
Most big retailers accept Amex, including Amazon, Argos, B&Q and the Post Office. However, it's not accepted by Sky, or Virgin Media. If...
.
9 Jun 2024",-0.8147
American Express Company,"Reuters
UBS sells its 50% stake in Swisscard to American Express
UBS is offloading part of the Credit Suisse business it acquired last year with a deal to sell the fallen bank's 50% stake in credit card provider...
.
21 Oct 2024",0.4019
American Express Company,"Bloomberg.com
Amex Sets Sights on Africa in Move to Tempt Users Away From Cash
American Express Co. is hunting for ways to make inroads in the last place on earth where cash is still king — the continent of Africa.
.
20 Aug 2024",0.0
American Express Company,"Fast Company
The former CEOs of Merck and American Express on why executives have gone quiet on social issues
Ken Chenault and Ken Frazier talk about the campus protests and the downfall of terms like DEI on the latest episode of the 'Rapid Response' podcast.
.
22 May 2024",0.1531
American Express Company,"Electronic Payments International
American Express partners with Worldpay to offer greater payment choice for small businesses
American Express and payment solutions company Worldpay have signed a new agreement. The aim is to make it easier for small businesses to welcome loyal and...
.
13 May 2024",0.936
American Express Company,"The Points Guy
American Express Business Gold vs. Ink Business Preferred: Which business card is best?
Both the American Express Business Gold and the Ink Business Preferred have a lot to offer small business owners, but which one is right for your wallet?
.
7 Nov 2024",0.4515
American Express Company,"Yahoo Finance
American Express Company (NYSE:AXP) is largely controlled by institutional shareholders who own 66% of the company
Institutional investors own over 50% of the company, so together than can probably strongly influence board decisions. American Express is not owned by hedge...
.
10 Dec 2024",0.2732
American Express Company,"Yahoo Finance
Why Investors Were Eager to Climb Aboard American Express Today
Storied credit card giant American Express (NYSE: AXP) rode the express train to profit on Thursday. On news of several analyst price target increases,...
.
19 Dec 2024",0.7964
American Express Company,"NerdWallet
AmEx Gold vs. Blue Cash Preferred: Your Habits Color Your Choice
The Blue Cash Preferred® Card from American Express is a cash back card; its rewards can be redeemed for credit against purchases.
.
7 Nov 2024",0.7906
American Express Company,"Insider Monkey
Is American Express Company (AXP) the Most Profitable Large Cap Stock to Invest In?
In the second quarter of 2024, American Express Company (NYSE:AXP) reported record quarterly revenue of $16.3 billion, an 8% increase year-over-year, largely...
.
13 Oct 2024",0.6697
American Express Company,"CNBC
EBay to drop American Express over fees, says customers have other options
eBay said it plans to no longer accept American Express, citing what the company says are “unacceptably high fees” and that customers have other payment...
.
5 Jun 2024",-0.1779
American Express Company,"YouTube · Finder Australia
4 ways the American Express Business Gold Plus Card can empower your company
Australian business owners need to be equipped with the right toolset to break through to the next level of success – and that process starts with the right...
.
20 Oct 2024",0.5719
American Express Company,"Restaurant Technology News
American Express Strengthens Its Restaurant Technology Capabilities with Tock and Rooam Acquisitions
American Express has announced an agreement to acquire Tock, a restaurants reservations, table, and event management technology provider, from Squarespace...
.
24 Jun 2024",0.7351
American Express Company,"American Express
Payment Security: Fraud Impact and Prevention
With payment security demanding urgent attention, we explore how CFOs can stay alert to fraud and have the right tools and tactics to tackle it.
.
17 Dec 2024",-0.4019
American Express Company,"Bloomberg.com
American Express Offers Exclusive Experiences at the US Open
Bloomberg Businessweek is live at the US Open! AmEx's Shiz Suzuki joined the show to talk about the card company's longstanding partnership with the Open...
.
29 Aug 2024",0.2003
American Express Company,"The Financial Brand
Inside the AmEx Brand Strategy Winning Younger Consumers
American Express's strategic focus on personalization, digital innovation, and lifestyle experiences has propelled the brand into the wallets of Gen Z and...
.
31 Jul 2024",0.7184
American Express Company,"Nasdaq
AmEx Stock Trades Near 52-Week High: Is It Still Worth Buying?
American Express Company AXP closed at $266.17 on Wednesday, just 2.3% shy of its 52-week high of $272.41. Its shares have gained 16.5% in the past three...
.
26 Sept 2024",0.5719
American Express Company,"The Company Dime
American Express Global Business Travel Discloses Deepfake Attacks
American Express Global Business Travel disclosed that it has been a target of deepfake attacks and explained its prevention efforts.
.
7 Nov 2024",-0.7003
American Express Company,"Reuters
Russia cancels banking licence of American Express subsidiary
Russia's central bank on Tuesday cancelled the banking licence of American Express Co's Russian subsidiary after the U.S. lender's unit filed a voluntary...
.
13 Aug 2024",-0.4404
American Express Company,"The Points Guy
5 lesser-known perks of the Amex Business Gold Card
The American Express Business Gold Card offers more than a great return on spending; it also comes with perks like purchase protection, hotel perks and...
.
12 Sept 2024",0.7832
American Express Company,"Business Wire
BlueBean Joins American Express Sync™
BlueBean Technologies Inc, a Business Payment Automation platform, today announced a new integration with American Express to offer US Business or Corporate...
.
24 Sept 2024",0.0
American Express Company,"Bankrate
American Express Credit Card Benefits You May Not Know About
American Express cards come with great rewards, but are you taking full advantage of their benefits? Check out some of the top perks you may not know exist.
.
25 Sept 2024",0.9231
American Express Company,"American Express
NYC Travel Guide: Where to Eat, Stay, and Explore
We've pulled together some favorite things to do in New York City with insights from Amex Travel's local expert Antonia, plus Fine Hotels + Resorts® and The...
.
29 Aug 2024",0.5859
American Express Company,"The Points Guy
Amex increases Clear Plus credit to $199 on 6 cards: Good for saving money on TSA PreCheck
Select American Express cardmembers: Your card's up to $189 statement credit for Clear Plus has just increased by $10. A small number of Amex cards have...
.
1 Aug 2024",0.9287
American Express Company,"Yahoo Finance
If You Invested $1000 in American Express a Decade Ago, This is How Much It'd Be Worth Now
Holding on to popular or trending stocks for the long-term can make your portfolio a winner.
.
22 Nov 2024",0.8176
American Express Company,"American Express
Experience the Thrill of Life as an F1® Driver with Amex in Austin
The Amex Fan Experience brings Card Members close to the race action. Here, you can test out life as an F1 Driver and take a quiz to evaluate your driving...
.
17 Oct 2024",0.5859
American Express Company,"PaymentsJournal
Coming of Age for Millennials: American Express Nails It Again
American Express has taken a strategic shift in appealing to younger age cohorts, including millennials and Gen Z.
.
3 Jun 2024",0.0
American Express Company,"Newsweek
American Express Banned by Another Huge Company
In a statement, Amex said: ""We find eBay's decision to drop American Express as a payment choice for consumers to be inconsistent with their stated desire to...
.
7 Jun 2024",-0.0258
American Express Company,"Insider Monkey
American Express Company (AXP): A Balance Between Merchant Acceptance and Customer Value
The fund was down 3.72% for the quarter vs. +2.54% for the MSCI ACWI (in $A). It was down 5.59% in September vs. -0.35% for the index.
.
20 Nov 2024",0.6597
American Express Company,"Business Wire
American Express Global Business Travel to Report Third Quarter 2024 Financial Results on November 5, 2024
NEW YORK--(BUSINESS WIRE)--American Express Global Business Travel, which is operated by Global Business Travel Group, Inc. (NYSE: GBTG) (“Amex GBT” or the...
.
22 Oct 2024",0.0
American Express Company,"Fast Company
How American Express made this dorky earpiece into the US Open’s hottest accessory
The devices broadcast ESPN's commentary to the US Open fans sitting in the stands, offering insight into the sport whose noise restrictions limit loudspeaker...
.
1 Sept 2024",-0.3346
American Express Company,"Times of India
American Express expands India investments
India Business News: NEW DELHI: American Express is expanding its India investments and infrastructure as the company bets bigger on the market and the...
.
12 May 2024",0.1027
American Express Company,"Nasdaq
American Express To Present At Goldman Sachs U.S. Financial Services Conference; Webcast At 9:20 AM
(RTTNews) - American Express Co. (AXP) will present at the Goldman Sachs U.S. Financial Services Conference in New York.
.
10 Dec 2024",0.0
American Express Company,"Bankrate
Hilton Honors American Express Card vs. Aspire
American Express offers a handful of co-branded Hilton credit cards, two of which are the Hilton Honors American Express Card and the Hilton Honors American...
.
20 Sept 2024",0.91
