company,headline,sentiment
Microsoft Corporation,"Yahoo Finance
Why Microsoft Corporation (MSFT) Is Among the Best Stocks to Buy and Hold for 3 Years?
In this article, we are going to take a look at where Microsoft Corporation (NASDAQ:MSFT) stands against the other best stocks to buy and hold for 3 years.
.
22 Dec 2024",0.8555
Microsoft Corporation,"INDODAX
Apa Itu Saham Microsoft Corporation (MSFT)? Pilihannya Para Ahli
1.Apa itu saham Microsoft (MSFT)? Saham Microsoft (MSFT) adalah bagian kepemilikan perusahaan Microsoft Corporation, perusahaan teknologi raksasa yang terdaftar...
.
17 Dec 2024",0.0
Microsoft Corporation,"CRN Magazine
Microsoft FY 2025 Starts With Layoffs, Partner Program Changes
Microsoft's new fiscal year has started with a round of layoffs and some changes in its partner program, especially around requirements for specializations.
.
8 Jul 2024",0.0
Microsoft Corporation,"Microsoft
Congratulations to the 2024 Microsoft Americas Partner of the Year Awards winners and finalists
Join us in congratulating this year's award recipients—and all our partners who continue to deliver innovative solutions and value to our customers.
.
27 Jun 2024",0.967
Microsoft Corporation,"Reuters
Microsoft settles California probe over worker leave for $14 million
Microsoft Corp has agreed to pay $14 million to settle a California agency's claims that it illegally penalized workers who took medical or family-care...
.
3 Jul 2024",0.128
Microsoft Corporation,"Fujitsu
Fujitsu Wins Microsoft Japan Partner of the Year 2024
To top it off, seven Fujitsu engineers were recognized as winners of the Microsoft Top Partner Engineer Award. Fujitsu is thrilled to announce that it has...
.
6 Nov 2024",0.9413
Microsoft Corporation,"Microsoft
The Estée Lauder Companies and Microsoft increase collaboration to power prestige beauty with generative AI
The Estée Lauder Companies (ELC) and Microsoft Corp. on Friday announced the creation of an AI Innovation Lab as an expansion of their global strategic...
.
26 Apr 2024",0.8689
Microsoft Corporation,"ABC News
Russian state-backed hackers breached Microsoft's core software systems, company says
A Russian state-backed group that Microsoft said hacked into its corporate email accounts was able to gain access to its core software systems, the company...
.
8 Mar 2024",0.1779
Microsoft Corporation,"Insider Monkey
Microsoft Corporation (MSFT) Unveils Plan to Train 1 Million Kenyans in AI and Cybersecurity by 2027
We recently compiled a list of the 15 AI News Updates You Might Have Missed. In this article, we are going to take a look at where Microsoft Corporation...
.
20 Nov 2024",-0.296
Microsoft Corporation,"Insider Monkey
Microsoft Corporation (MSFT) is Among the Best Stocks to Buy for Long Term Growth According to This Indicator
In this article, we are going to take a look at where Microsoft Corporation (NASDAQ:MSFT) stands against other best stocks to buy for long term growth.
.
2 Dec 2024",0.9274
Microsoft Corporation,"Statista
Microsoft employees 2005-2024
How many employees does Microsoft have? The American technology company Microsoft employs approximately 228000 people in full-time positions worldwide.
.
29 Oct 2024",0.0
Microsoft Corporation,"Microsoft
Kubota Corporation develops engines faster with high-performance computing on Azure
Altair Engineering managed the computing simulations system and provided a range of support from specification review to implementation. With the cooperation of...
.
20 Jun 2024",0.4019
Microsoft Corporation,"Fortune
Microsoft tells shareholders to reject call to invest corporate cash in Bitcoin
A proposal to diversify Microsoft's assets and increase shareholder value by investing in Bitcoin, according to a Securities and Exchange Commission filing.
.
25 Oct 2024",0.5994
Microsoft Corporation,"The New York Times
Hungry for Energy, Amazon, Google and Microsoft Turn to Nuclear Power
Microsoft, Google and Amazon have recently struck deals with operators and developers of nuclear power plants to fuel the boom in data centers.
.
16 Oct 2024",0.3612
Microsoft Corporation,"Yahoo Finance
FTC Opens Antitrust Investigation Into Microsoft Corporation (MSFT)’s Cloud, AI, and Software Businesses
On November 27, news publication Bloomberg reported that the Federal Trade Commission had opened an antitrust investigation of Microsoft, questioning the...
.
30 Nov 2024",-0.1027
Microsoft Corporation,"The Verge
Microsoft made the biggest renewable energy agreement ever to fuel its AI ambitions
Microsoft just agreed to support the development of 10.5 gigawatts of new renewable energy capacity around the world, a massive amount of electricity to fuel...
.
2 May 2024",0.8807
Microsoft Corporation,"Microsoft Azure
Microsoft and NVIDIA partnership continues to deliver on the promise of AI
Microsoft and NVIDIA are announcing new offerings across a breadth of solution areas from leading AI infrastructure to new platform integrations, and industry...
.
18 Mar 2024",0.5574
Microsoft Corporation,"Bloomberg.com
Microsoft Signs AI-Learning Deal With News Corp.’s HarperCollins
Microsoft Corp. reached a deal with News Corp.'s HarperCollins that will allow the software company to use nonfiction titles from the book publisher to...
.
19 Nov 2024",0.3182
Microsoft Corporation,"Insider Monkey
Microsoft Corporation (MSFT): A Bull Case Theory
Published on November 5, 2024 at 10:12 pm by Ricardo Pillai in News, Stock Analysis ... We came across a bullish thesis on Microsoft Corporation (MSFT) on...
.
5 Nov 2024",0.0
Microsoft Corporation,"Bar and Bench
Microsoft, Google move Delhi High Court against order to remove non-consensual intimate images online
In April 2023, a single-judge had said that search engines will lose immunity if they do not follow the mandate of IT Rules and remove such images.
.
8 May 2024",-0.4019
Microsoft Corporation,"CRN Magazine
Microsoft: Delta Likely Refused Help Because Of Outdated IT Systems
In a letter reportedly sent to Delta, Microsoft echoes claims by CrowdStrike that Delta ignored offers to help with recovery from the July 19 outage.
.
6 Aug 2024",0.2263
Microsoft Corporation,"Arnold & Porter
Delaware Chancery Court Faults Merger Agreement Approval Process in Microsoft’s US$69 Billion Acquisition of Activision Blizzard
The Delaware Chancery Court declined to dismiss claims that the process followed in obtaining board and stockholder approval of the merger of Activision...
.
13 Mar 2024",0.743
Microsoft Corporation,"Bloomberg.com
Microsoft Shares Drop on Disappointing Cloud Growth Forecast
Microsoft Corp. shares dropped the most in two years after the software maker forecast slower quarterly cloud revenue growth, reflecting the company's...
.
31 Oct 2024",0.5106
Microsoft Corporation,"Financialexpress
Microsoft launches Windows 365 Link: A cloud-based desktop competing with Mac Mini
Microsoft has launched a new cloud-based desktop device called Windows 365 Link, which is designed to compete with compact PCs like Apple's Mac mini.
.
20 Nov 2024",0.4588
Microsoft Corporation,"Insider Monkey
Microsoft Corporation (MSFT) Reports Strong Q1 Earnings with $65.6 Billion Revenue, Driven by Cloud Growth and AI, But Guidance Falls Short of Expectations
Microsoft Corporation (MSFT) reports strong Q1 earnings with $65.6 billion revenue, driven by cloud growth and AI, but guidance falls short of expectations.
.
1 Nov 2024",0.8957
Microsoft Corporation,"Microsoft
Hitachi and Microsoft enter milestone agreement to accelerate business and social innovation with generative AI
Hitachi Ltd. (TSE:6501) and Microsoft Corp. announced a projected multibillion-dollar collaboration over the next three years that will accelerate social...
.
3 Jun 2024",0.7003
Microsoft Corporation,"Microsoft
AI is revolutionizing the way we support corporate functions at Microsoft
From crafting templates, authoring documents, and facilitating collaboration to orchestrating seamless workflows, offering secure storage, and managing records,...
.
29 Aug 2024",0.6249
Microsoft Corporation,"Microsoft
Denso’s development of “human-like” robots using Azure OpenAI Service as the brain to help robots and humans work together through dialogue
Denso has been working since April 2023 on developing an autonomous robot using OpenAI's ChatGPT, a generative AI that has been commanding much public...
.
8 Oct 2024",0.4019
Microsoft Corporation,"Yahoo Finance
Microsoft Corp (MSFT): A Cloud Powerhouse in Ken Griffin’s Portfolio
In this article, we are going to take a look at where Microsoft Corporation (NASDAQ:MSFT) stands against other Ken Griffin's portfolio stocks to buy.
.
21 Nov 2024",0.0
Microsoft Corporation,"Microsoft
Microsoft Ignite 2024
Learn about the latest in Microsoft AI innovation and how it can help people and organizations do more.
.
19 Nov 2024",0.6486
Microsoft Corporation,"The New York Times
Microsoft Seeks to Dismiss Parts of Suit Filed by The New York Times (Published 2024)
The tech giant and its partner OpenAI were accused of infringing on copyrights to train A.I. technologies like the online chatbot ChatGPT.
.
4 Mar 2024",0.0772
Microsoft Corporation,"The Economic Times
Microsoft acquires 16.4-acre land parcel in Pune’s Hinjewadi for Rs 453 crore
Microsoft Corporation has acquired a 16.4-acre land parcel in Pune's Hinjewadi IT hub for over Rs 453 crore, marking its second acquisition in the area.
.
13 Sept 2024",0.0
Microsoft Corporation,"Yahoo Finance
SoftBank Considers $1.5B Investment in Microsoft Corporation (MSFT)-Backed OpenAI Through Tender Offer
Microsoft Corporation (NASDAQ:MSFT) is a Washington-based technology company. On November 27, news platform CNBC reported that Japanese multinational Softbank...
.
27 Nov 2024",0.0
Microsoft Corporation,"Statista
Microsoft annual gaming revenue 2017-2024
Microsoft's gaming revenue 2023 did not quite reach the heights of pandemic times, but its acquisition of Activision Blizzard will move the needle up again.
.
6 Aug 2024",-0.0375
Microsoft Corporation,"Microsoft
The Coca-Cola Company and Microsoft announce five-year strategic partnership to accelerate cloud and generative AI initiatives - Stories
Microsoft Corp. and The Coca-Cola Company on Tuesday announced a five-year strategic partnership to align Coca-Cola's core technology strategy systemwide.
.
23 Apr 2024",0.0
Microsoft Corporation,"RWE
RWE signs two 15-year Power Purchase Agreements with Microsoft
RWE, one of the leading renewable energy companies in the US and worldwide, has signed two 15-year Power Purchase Agreements (PPAs) with Microsoft Corporation.
.
23 May 2024",0.6486
Microsoft Corporation,"Simply Wall Street
Microsoft Corporation's (NASDAQ:MSFT) Stock Has Been Sliding But Fundamentals Look Strong: Is The Market Wrong?
Summary. Overall, we are quite pleased with Microsoft's performance. In particular, it's great to see that the company is investing heavily into its business...
.
25 Nov 2024",0.905
Microsoft Corporation,"INDODAX
What Is Microsoft Corporation (MSFT) Stock?
Curious about Microsoft Corporation (MSFT) stock? Read now for analysis, current prices, and easy investment guide!
.
17 Dec 2024",0.7052
Microsoft Corporation,"Yahoo Finance
Microsoft Corporation (MSFT): Billionaire D.E. Shaw Is Bullish On This Stock Right Now
Diversification is another vital arsenal that D.E. Shaw & Co. relies on to spread risk and reduce market volatility. The firm is highly diversified with a...
.
27 Dec 2024",0.0258
Microsoft Corporation,"Newsroom City of London
City Corporation and Microsoft’s AI Innovation Challenge accelerates tech solutions to tackle online fraud
City Corporation and Microsoft's AI Innovation Challenge accelerates tech solutions to tackle online fraud. Following the delivery of two Cyber Innovation...
.
10 Dec 2024",-0.1027
Microsoft Corporation,"Yahoo Finance
Why Microsoft Corporation (MSFT) Will Be a Major Beneficiary of AI
In this article, we are going to take a look at where Microsoft Corporation (NASDAQ:MSFT) stands against other stocks that will benefit from AI.
.
4 Dec 2024",0.7269
Microsoft Corporation,"The Official Microsoft Blog
Mustafa Suleyman, DeepMind and Inflection Co-founder, joins Microsoft to lead Copilot
Mustafa Suleyman and Karén Simonyan are joining Microsoft to form a new organization called Microsoft AI, focused on advancing Copilot and our other consumer...
.
19 Mar 2024",0.3818
Microsoft Corporation,"Microsoft
Microsoft announces the largest investment to date in France to accelerate the adoption of AI, skilling and innovation
The company will invest 4 billion euros in cloud and AI infrastructure, AI skilling, and French Tech acceleration, aiming to train 1 million people and...
.
13 May 2024",0.3818
Microsoft Corporation,"The Indian Express
Microsoft moves HC against order to remove intimate, non-consensual images
Technology giant Microsoft Corp. Wednesday approached the Delhi High Court against an order that directed search engines to use their “existing mechanism”...
.
9 May 2024",0.0
Microsoft Corporation,"Accenture
Accenture Federal Services Partners with Microsoft to Launch Cloud Modernization and Migration Factory on Azure
Accenture Federal Services is partnering with Microsoft to launch a first-of-its-kind, end-to-end, Cloud Modernization and Migration Factory on Microsoft...
.
27 Mar 2024",0.0
Microsoft Corporation,"Seeking Alpha
Microsoft financial changes should provide 'cleaner' look at Azure: MS
Microsoft's (NASDAQ:MSFT) announcement last month that it is changing some investor metrics and segment changes should provide a cleaner look at its all-...
.
9 Sept 2024",0.1779
Microsoft Corporation,"Raleigh News & Observer
Microsoft leaves office space in Morrisville as company moves to consolidate leases
Microsoft shrinks Morrisville office space after exiting lease in North Carolina, following canceled jobs deal in Wake County and Charlotte.
.
27 Apr 2024",0.0
Microsoft Corporation,"Microsoft
Microsoft Purview Data Governance will be generally available September 1, 2024
Microsoft Purview Data Governance will become generally available on September 1, 2024, to help solve key data governance challenges.
.
16 Jul 2024",0.5859
Microsoft Corporation,"NTT Data
Microsoft
As a leading strategic global Microsoft partner, we guide you through the challenges of today's technological landscape to help you drive innovation and growth.
.
15 May 2024",0.802
Microsoft Corporation,"Yahoo Finance
Microsoft Sees $800 Million Charge on Stake in GM’s Cruise
(Bloomberg) -- Microsoft Corp. plans to take an $800 million charge after General Motors Co. said it was shutting down its autonomous taxi initiative.
.
11 Dec 2024",0.0
Microsoft Corporation,"Microsoft
Microsoft and Rezolve AI partner to drive global retail innovation with AI-powered commerce solutions
This partnership aims to empower retailers to transform their customer engagement and operations with advanced AI solutions powered by the Microsoft Cloud.
.
3 Oct 2024",0.8402
Microsoft Corporation,"IBM Newsroom
IBM Introduces New Microsoft Copilot Capabilities to Fuel AI-Powered Business Transformation
IBM announced the availability of IBM Copilot Runway, a new offering from IBM Consulting designed to help enterprises create, customize, deploy and manage...
.
9 May 2024",0.5859
Microsoft Corporation,"Yahoo Finance
Why Microsoft Corporation (MSFT) Is One of the Most Held Stocks by Hedge Funds?
In this article, we are going to look at where Microsoft Corporation (NASDAQ:MSFT) stands against other most held stocks by hedge funds.
.
16 Dec 2024",0.0
Microsoft Corporation,"Insider Monkey
Microsoft Corporation (MSFT): Partners with Coles Group for 5-Year Cloud and AI Deal to Enhance IT Infrastructure
We recently compiled a list of the 15 AI Stocks That are Making Headlines. In this article, we are going to take a look at where Microsoft Corporation...
.
27 Nov 2024",0.0
Microsoft Corporation,"Microsoft
Microsoft announces $3.3 billion investment in Wisconsin to spur artificial intelligence innovation and economic growth
Microsoft today announced a broad investment package designed to strengthen the role of Southeast Wisconsin as a hub for AI-powered economic activity.
.
8 May 2024",0.8625
Microsoft Corporation,"The New York Times
Why Microsoft Has Accepted Unions, Unlike Its Rivals (Published 2024)
Once again a juggernaut thanks to artificial intelligence, Microsoft has worked to shed its strong-arm image. Is there a catch?
.
28 Feb 2024",0.7964
Microsoft Corporation,"Microsoft
John Galligan - Microsoft Australia News Centre
John leads the Corporate External and Legal Affairs team at Microsoft, which is responsible for providing commercial legal counsel, regulatory compliance,
.
11 Jul 2024",0.5106
Microsoft Corporation,"Microsoft Azure
Microsoft and 1910 Genetics partner to turbocharge R&D productivity for the pharmaceutical industry
Microsoft Azure Quantum Elements and 1910 Genetics build the most powerful, fully integrated AI-driven drug discovery and development platform. Learn more.
.
29 Feb 2024",0.4754
Microsoft Corporation,"Cybersecurity Dive
At Microsoft, years of security debt come crashing down
Microsoft Chairman and CEO Satya Nadella speaks during CES 2024 on January 9, 2024 in Las Vegas, Nevada. Microsoft is in the midst of shoring up its...
.
30 Apr 2024",-0.0258
Microsoft Corporation,"Simply Wall Street
With 73% institutional ownership, Microsoft Corporation (NASDAQ:MSFT) is a favorite amongst the big guns
Key Insights Institutions' substantial holdings in Microsoft implies that they have significant influence over the...
.
24 Aug 2024",0.6808
Microsoft Corporation,"CNET
Microsoft Office 2016
Microsoft Office 2016 for Windows is a compelling PC offering that integrates new features to improve collaboration.
.
20 Dec 2024",0.5859
Microsoft Corporation,"Insider Monkey
Microsoft Corporation (MSFT) Makes It On UBS’ List Of Stocks For The AI, Growth & Low Rates Era
In this piece, we will take a look at where Microsoft Corporation (NASDAQ:MSFT ranks on the list of the top UBS AI and growth era.
.
7 Nov 2024",0.5994
Microsoft Corporation,"Yahoo Finance
Microsoft Corp (MSFT) and LTIMindtree Partner to Accelerate AI Transformation
We recently published a list of 15 AI News Updates Investors Should Not Miss. In this article, we are going to take a look at where Microsoft Corporation...
.
26 Nov 2024",0.1139
Microsoft Corporation,"Insider Monkey
Microsoft Corporation (MSFT) Leverages AI to Boost Azure and Improve Profitability
In this article, we are going to take a look at where Microsoft Corporation (NASDAQ:MSFT) stands against the other AI stocks you should pay attention to.
.
14 Nov 2024",0.743
Microsoft Corporation,"Microsoft
Microsoft announces CCL as first strategic launch partner for New Zealand cloud region
Microsoft has today announced CCL, a leading provider of IT and hybrid cloud services within Spark Business Group, as the first at-scale cloud launch partner.
.
25 Jun 2024",0.2263
Microsoft Corporation,"Insider Monkey
Is Microsoft Corporation (MSFT) the Best Predictive Analytics Stock to Invest in Now?
Overall, MSFT ranks 3rd on our list of best predictive analytics stocks to invest in now. While we acknowledge the potential of MSFT to grow, our conviction...
.
16 Nov 2024",0.8555
Microsoft Corporation,"Financial Times
EU charges Microsoft with antitrust violations over Teams
Brussels has accused Microsoft of anti-competitive behaviour by bundling its Teams app with its Office suite, in the first such antitrust charges.
.
25 Jun 2024",-0.8316
Microsoft Corporation,"Microsoft
Microsoft and LinkedIn release the 2024 Work Trend Index on the state of AI at work - Stories
New data shows most employees are experimenting with AI and growing their skills — now, the job of every leader is to channel this experimentation into...
.
8 May 2024",0.1779
Microsoft Corporation,"GlobeNewswire
Microsoft Corporation (MSFT) Investigation: Bronstein,
Bronstein, Gewirtz & Grossman, LLC is investigating potential claims on behalf of purchasers of Microsoft Corporation (Microsoft or the Company) (NASDAQ: MSFT).
.
21 Jul 2024",0.0
Microsoft Corporation,"The New Indian Express
CM Revanth Reddy seeks Microsoft’s support to position Hyderabad as global tech leader
Chief Minister A Revanth Reddy sought Microsoft Corporation's support to build a robust ecosystem positioning Hyderabad as a global leader in technology.
.
31 Dec 2024",0.7783
Microsoft Corporation,"Insider Monkey
Microsoft Corporation (MSFT) Fell on Concerns Over Data Centre Sustainability
“Microsoft Corporation (MSFT) traded lower following concerns about the sustainability of its data center buildout for generative artificial intelligence (AI).
.
15 Nov 2024",0.2263
Microsoft Corporation,"Constellation Energy
Constellation to Launch Crane Clean Energy Center, Restoring Jobs and Carbon-Free Power to The Grid
Constellation signs its largest-ever power purchase agreement with Microsoft, a deal that will restore TMI Unit 1 to service and keep it online for decades.
.
20 Sept 2024",0.8877
Microsoft Corporation,"Microsoft
Microsoft 365 Copilot Wave 2: Pages, Python in Excel, and agents
We're launching the next wave of Microsoft 365 Copilot, bringing together web, work, and pages as a complete new design system for work. Learn more.
.
16 Sept 2024",0.4588
Microsoft Corporation,"Insider Monkey
Microsoft Corporation (MSFT): Among Tiger Global Management’s Long-Term Stock Picks
In this article, we are going to take a look at where Microsoft Corporation (NASDAQ:MSFT) stands against the other stock picks.
.
20 Dec 2024",0.0
Microsoft Corporation,"Seeking Alpha
Microsoft: There Is Still A Remaining Runway, Buy
Summary · MSFT stock has gained 15.8% since my previous bullish thesis, still trading at a discount. · Strong financial performance, innovation, and brand...
.
9 Jul 2024",0.8176
Microsoft Corporation,"Microsoft
Microsoft Build 2024
Microsoft Chairman and CEO Satya Nadella on stage May 21 at Microsoft Build 2024 in Redmond, Washington.
.
21 May 2024",0.0
Microsoft Corporation,"Investing.com
Microsoft Corp adjusts financial segments, recasts fiscal reports
The $3.2 trillion tech giant with a ""GREAT"" financial health score according to InvestingPro, has recast its financial statements from the previous fiscal year.
.
3 Dec 2024",0.0
Microsoft Corporation,"The Official Microsoft Blog
Microsoft’s AI Access Principles: Our commitments to promote innovation and competition in the new AI economy
As we enter a new era based on artificial intelligence, we believe this is the best time to articulate principles that will govern how we will operate our...
.
26 Feb 2024",0.9186
Microsoft Corporation,"Microsoft
New Report Highlights How Generative AI Can Transform Canada’s Future with a potential to add $187B to the Canadian Economy by 2030
Byline by Chris Barry, President, Microsoft Canada. A new report from Microsoft, conducted by Accenture, launching today reveals that Generative AI (Gen AI)...
.
4 Jun 2024",0.0
Microsoft Corporation,"Microsoft
Microsoft to invest US$2.9 billion in AI and cloud infrastructure in Japan while boosting the nation’s skills, research and cybersecurity
Microsoft announces US$2.9 billion investment over the next two years to increase its hyperscale cloud computing and AI infrastructure in Japan.
.
10 Apr 2024",0.5719
Microsoft Corporation,"Times Now
Tech layoffs: Over 16,000 Employees From Samsung, Cisco, Microsoft And More Lost Their Jobs In September
Major corporations such as Samsung, PwC, Cisco, and Microsoft have recently announced significant workforce reductions as part of their restructuring and cost-...
.
1 Oct 2024",-0.2006
Microsoft Corporation,"Seeking Alpha
Microsoft's Post-Earnings Sell-Off Created A Buying Opportunity (NASDAQ:MSFT)
Microsoft's Intelligent Cloud segment sees growth from Azure AI adoption. Read why I remain bullish on MSFT stock and reiterate my Buy rating.
.
10 Nov 2024",0.8555
Microsoft Corporation,"The New York Times
Microsoft Makes a New Push Into Smaller A.I. Systems
On Tuesday, Microsoft introduced three smaller AI models that are part of a technology family the company has named Phi-3.
.
23 Apr 2024",0.0
Microsoft Corporation,"Microsoft
Microsoft expands AI capabilities to shape a healthier future - Stories
Microsoft Corp. is unveiling several Microsoft Cloud for Healthcare innovations that connect care experiences, enhance team collaboration, empower healthcare...
.
10 Oct 2024",0.5574
Microsoft Corporation,"Insider Monkey
Is Microsoft Corporation (MSFT) the Best Stock to Invest in for the Next 3 Months?
Overall, MSFT ranks 2nd on our list of best stocks to invest in for the next 3 months. While we acknowledge the potential of MSFT to grow, our conviction lies...
.
25 Nov 2024",0.8555
Microsoft Corporation,"Yahoo Finance
Why Is Microsoft Corp. (MSFT) Among the Best Tech Stocks for Long Term Investment?
In this article, we are going to take a look at where Microsoft Corp. (NASDAQ:MSFT) stands against the other tech stocks.
.
6 Dec 2024",0.6369
Microsoft Corporation,"Reuters
Microsoft CEO Nadella's 2024 pay rose 63% to $79 mln on stock awards
Executive Chairman and CEO of Microsoft Corporation Satya Nadella attends a session during the 54th annual meeting of the World Economic Forum in Davos,...
.
24 Oct 2024",0.3818
Microsoft Corporation,"Insider Monkey
Microsoft Corporation (MSFT) Receives $550 Price Target Despite FTC Antitrust Probe Concerns
On November 28, Wedbush analyst Daniel Ives kept an Outperform rating on Microsoft with a $550 price target after Bloomberg reported the Federal Trade...
.
30 Nov 2024",0.0
Microsoft Corporation,"Insider Monkey
Microsoft Corporation (MSFT) and OpenAI Launch $10M AI-Powered Local News Initiative with Lenfest Institute
The tech giant has partnered with AI startup OpenAI to fund a $10 million AI local news project. The project would be operated by the Lenfest Institute based...
.
6 Nov 2024",0.0
Microsoft Corporation,"Microsoft
Accelerate cloud adoption with Microsoft Cloud for Sovereignty
Microsoft Cloud for Sovereignty is introducing updates across the policy portfolio, sovereign landing zone, an AI information assistant,...
.
29 Oct 2024",0.0
Microsoft Corporation,"Fortune
Microsoft vs. Intel: The surprising decisions made Microsoft a $3 trillion force in tech and stifled the chipmaker
Steve Jobs wasn't accustomed to hearing “no.” But that was the answer from Paul Otellini, CEO of Intel. It was 2006, and Intel, the global king of computer...
.
20 Apr 2024",-0.0387
Microsoft Corporation,"Yahoo Finance
Microsoft Corporation (MSFT) Denies Using Customer Data from 365 Apps to Train AI Models
On November 27, the tech giant clarified on social networking platform X that it did not use customer data from Microsoft 365 applications to train AI models.
.
28 Nov 2024",-0.4215
Microsoft Corporation,"The New Indian Express
Microsoft invests Rs 520 crore in 16.4-acre property in Pune’s Hinjewadi
Microsoft's recent investment in commercial real estate is part of the company's broader strategy to expand its presence in India, particularly within its...
.
11 Sept 2024",0.3182
Microsoft Corporation,"Financialexpress
Microsoft outage: Why it happened, is it fixed, full story in 10 points
Millions of users across the globe were thrown into a digital blackout on Thursday as a series of outages crippled Microsoft services.
.
19 Jul 2024",0.0
Microsoft Corporation,"Microsoft
ITOCHU uses Microsoft Fabric and Azure AI Studio to evolve its a data analytics dashboard into a service delivering instant recommendations
In May 2023, ITOCHU Corporation (“ITOCHU”) launched a cross-company task force to promote the use of generative AI across all businesses.
.
26 Jul 2024",0.4767
Microsoft Corporation,"The Official Microsoft Blog
Microsoft names new Executive Vice President and Chief Operations Officer
Satya Nadella, Chairman and CEO, shared the below communication with Microsoft employees this morning. As we mark our 50th year, I've been reflecting on how...
.
12 Sept 2024",0.34
Microsoft Corporation,"ProPublica
Microsoft Chose Profit Over Security and Left U.S. Government Vulnerable to Russian Hack, Whistleblower Says
Former employee says software giant dismissed his warnings about a critical flaw because it feared losing government business. Russian hackers later used...
.
13 Jun 2024",-0.7096
